row_no,user_id,amount,merchant_id,merchant_name,mcc_code,timestamp,latitude,longitude,country,device_id
1320,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,63000,MCH-493f24c455,쿠팡,5399,2026-07-01 18:23:00,37.175877,126.531971,KR,DEV-72261693ed
1321,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,120000,MCH-ca5e0a9e0b,AWS,7372,2026-07-02 16:17:00,37.188794,126.510063,KR,DEV-72261693ed
1322,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,130500,MCH-ba944121a3,무신사,5651,2026-07-02 20:20:00,37.175656,126.489809,KR,DEV-72261693ed
1323,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,285000,MCH-53b4838ce6,어도비(Adobe),5734,2026-07-04 12:08:00,37.173842,126.524013,KR,DEV-72261693ed
1324,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,135000,MCH-e7751d42a2,올리브영,5977,2026-07-04 14:15:00,37.173268,126.495666,KR,DEV-72261693ed
1325,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,45000,MCH-fb4fb59d3a,스타벅스,5814,2026-07-04 15:31:00,37.18196,126.533187,KR,DEV-72261693ed
1326,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,99000,MCH-e7751d42a2,올리브영,5977,2026-07-05 09:35:00,37.180872,126.50549,KR,DEV-72261693ed
1327,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,34500,MCH-493f24c455,쿠팡,5399,2026-07-05 15:06:00,37.187271,126.517734,KR,DEV-e6825075cf
1328,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,21150,MCH-5b1162a765,KTX,4112,2026-07-05 21:41:00,37.185128,126.491764,KR,DEV-72261693ed
1329,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,39000,MCH-a5c765e6ce,프리스비,5732,2026-07-09 11:46:00,37.175887,126.526387,KR,DEV-72261693ed
1330,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,12600,MCH-5b1162a765,KTX,4112,2026-07-10 19:10:00,37.16103,126.505668,KR,DEV-72261693ed
1331,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,195000,MCH-53b4838ce6,어도비(Adobe),5734,2026-07-10 22:50:00,37.187492,126.489487,KR,DEV-72261693ed
1332,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,375000,MCH-bed94775b8,패스트파이브,7011,2026-07-11 15:42:00,37.175696,126.49722,KR,DEV-72261693ed
1333,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,225000,MCH-8fff18fdd2,노션,7372,2026-07-11 20:46:00,37.186953,126.520457,KR,DEV-72261693ed
1334,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,330000,MCH-8fff18fdd2,노션,7372,2026-07-11 21:55:00,37.163397,126.530636,KR,DEV-72261693ed
1335,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,20100,MCH-5df4849ce1,지하철,4111,2026-07-12 21:24:00,37.162497,126.515955,KR,DEV-72261693ed
1336,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,165000,MCH-bed94775b8,패스트파이브,7011,2026-07-14 09:17:00,37.211141,126.536131,KR,DEV-72261693ed
1337,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,13500,MCH-fb4fb59d3a,스타벅스,5814,2026-07-14 11:58:00,37.17529,126.513762,KR,DEV-72261693ed
1338,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,43500,MCH-493f24c455,쿠팡,5399,2026-07-15 11:01:00,37.189637,126.494737,KR,DEV-72261693ed
1339,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,240000,MCH-bed94775b8,패스트파이브,7011,2026-07-15 12:07:00,37.168545,126.490765,KR,DEV-72261693ed
1340,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,24000,MCH-ab42b36c0b,배달의민족,5812,2026-07-17 09:03:00,37.18558,126.516675,KR,DEV-72261693ed
1341,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,22050,MCH-5b1162a765,KTX,4112,2026-07-18 14:06:00,37.168675,126.498768,KR,DEV-72261693ed
1342,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,255000,MCH-bed94775b8,패스트파이브,7011,2026-07-18 14:06:00,37.187199,126.50411,KR,DEV-72261693ed
1343,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,3600,MCH-06553b267c,카카오택시,4121,2026-07-18 17:17:00,37.193373,126.541056,KR,DEV-72261693ed
1344,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,420000,MCH-8fff18fdd2,노션,7372,2026-07-19 08:06:00,37.16768,126.500224,KR,DEV-72261693ed
1345,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,150000,MCH-ca5e0a9e0b,AWS,7372,2026-07-19 13:43:00,37.207504,126.522848,KR,DEV-72261693ed
1346,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,225000,MCH-bed94775b8,패스트파이브,7011,2026-07-20 08:11:00,37.183041,126.541233,KR,DEV-72261693ed
1347,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,12000,MCH-fb4fb59d3a,스타벅스,5814,2026-07-23 12:51:00,37.186828,126.498263,KR,DEV-72261693ed
1348,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,390000,MCH-8fff18fdd2,노션,7372,2026-07-23 15:16:00,37.182901,126.52894,KR,DEV-72261693ed
1349,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,34500,MCH-fb4fb59d3a,스타벅스,5814,2026-07-23 18:18:00,37.18483,126.502599,KR,DEV-72261693ed
1350,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,148500,MCH-a5c765e6ce,프리스비,5732,2026-07-25 10:22:00,37.193019,126.497215,KR,DEV-72261693ed
1351,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,120000,MCH-bed94775b8,패스트파이브,7011,2026-07-25 12:43:00,37.206617,126.531086,KR,DEV-72261693ed
1352,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,9600,MCH-06553b267c,카카오택시,4121,2026-07-26 22:24:00,37.196046,126.512502,KR,DEV-72261693ed
1353,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,210000,MCH-8fff18fdd2,노션,7372,2026-07-27 11:02:00,37.176337,126.521066,KR,DEV-72261693ed
1354,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,72000,MCH-a5c765e6ce,프리스비,5732,2026-07-27 22:43:00,37.195127,126.537827,KR,DEV-72261693ed
1355,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,210000,MCH-8fff18fdd2,노션,7372,2026-07-28 09:00:00,37.165082,126.532211,KR,DEV-72261693ed
1356,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,36000,MCH-ab42b36c0b,배달의민족,5812,2026-07-28 16:42:00,37.19549,126.514426,KR,DEV-72261693ed
1357,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,34500,MCH-ab42b36c0b,배달의민족,5812,2026-07-29 09:03:00,37.201667,126.490063,KR,DEV-72261693ed
1358,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,195000,MCH-53b4838ce6,어도비(Adobe),5734,2026-07-29 10:22:00,37.15871,126.508261,KR,DEV-72261693ed
1359,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,105000,MCH-ca5e0a9e0b,AWS,7372,2026-07-29 19:17:00,37.200882,126.516355,KR,DEV-72261693ed
1360,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,18000,MCH-ab42b36c0b,배달의민족,5812,2026-07-30 20:43:00,37.208071,126.504939,KR,DEV-72261693ed
1361,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,330000,MCH-bed94775b8,패스트파이브,7011,2026-07-31 10:24:00,37.174709,126.493847,KR,DEV-72261693ed
1362,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,195000,MCH-ca5e0a9e0b,AWS,7372,2026-07-31 10:26:00,37.175866,126.520472,KR,DEV-72261693ed
1363,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,150000,MCH-8fff18fdd2,노션,7372,2026-07-31 17:27:00,37.207309,126.537492,KR,DEV-72261693ed
1364,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,285000,MCH-8fff18fdd2,노션,7372,2026-08-01 13:27:00,37.186898,126.526741,KR,DEV-72261693ed
1365,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,435000,MCH-53b4838ce6,어도비(Adobe),5734,2026-08-01 14:05:00,37.210405,126.514154,KR,DEV-72261693ed
1366,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,7050,MCH-0d60345572,버스,4111,2026-08-01 17:34:00,37.191689,126.505565,KR,DEV-72261693ed
1367,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,15000,MCH-06553b267c,카카오택시,4121,2026-08-02 17:06:00,37.203797,126.493796,KR,DEV-72261693ed
1368,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,450000,MCH-bed94775b8,패스트파이브,7011,2026-08-02 20:55:00,37.204116,126.496027,KR,DEV-72261693ed
1369,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,120000,MCH-ca5e0a9e0b,AWS,7372,2026-08-03 09:00:00,37.209058,126.532767,KR,DEV-72261693ed
1370,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,405000,MCH-53b4838ce6,어도비(Adobe),5734,2026-08-03 11:33:00,37.205155,126.495784,KR,DEV-72261693ed
1371,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,13800,MCH-5df4849ce1,지하철,4111,2026-08-03 18:19:00,37.198458,126.515993,KR,DEV-72261693ed
1372,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,45000,MCH-493f24c455,쿠팡,5399,2026-08-05 12:25:00,37.184043,126.534232,KR,DEV-72261693ed
1373,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,390000,MCH-bed94775b8,패스트파이브,7011,2026-08-06 17:07:00,37.203933,126.518772,KR,DEV-72261693ed
1374,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,78000,MCH-e7751d42a2,올리브영,5977,2026-08-08 18:06:00,37.198525,126.51877,KR,DEV-72261693ed
1375,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,28500,MCH-e7751d42a2,올리브영,5977,2026-08-09 18:41:00,37.173755,126.495713,KR,DEV-72261693ed
1376,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,270000,MCH-bed94775b8,패스트파이브,7011,2026-08-09 21:27:00,37.17331,126.510075,KR,DEV-72261693ed
1377,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,285000,MCH-ca5e0a9e0b,AWS,7372,2026-08-09 22:46:00,37.191942,126.491524,KR,DEV-72261693ed
1378,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,315000,MCH-bed94775b8,패스트파이브,7011,2026-08-11 09:11:00,37.204977,126.500613,KR,DEV-72261693ed
1379,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,75000,MCH-a5c765e6ce,프리스비,5732,2026-08-11 20:48:00,37.177455,126.528096,KR,DEV-72261693ed
1380,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,39000,MCH-fb4fb59d3a,스타벅스,5814,2026-08-12 09:31:00,37.160864,126.535276,KR,DEV-72261693ed
1381,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,345000,MCH-8fff18fdd2,노션,7372,2026-08-12 17:53:00,37.194051,126.503232,KR,DEV-72261693ed
1382,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,345000,MCH-ca5e0a9e0b,AWS,7372,2026-08-12 19:59:00,37.203804,126.515368,KR,DEV-72261693ed
1383,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,150000,MCH-53b4838ce6,어도비(Adobe),5734,2026-08-13 13:06:00,37.204208,126.49316,KR,DEV-72261693ed
1384,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,33000,MCH-493f24c455,쿠팡,5399,2026-08-13 17:16:00,37.206677,126.530075,KR,DEV-72261693ed
1385,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,120000,MCH-ca5e0a9e0b,AWS,7372,2026-08-13 22:56:00,37.17095,126.530936,KR,DEV-72261693ed
1386,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,105000,MCH-ca5e0a9e0b,AWS,7372,2026-08-14 17:01:00,37.198551,126.512683,KR,DEV-72261693ed
1387,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,28500,MCH-8e35d3c146,김밥천국,5812,2026-08-14 18:18:00,37.192889,126.519299,KR,DEV-72261693ed
1388,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,240000,MCH-53b4838ce6,어도비(Adobe),5734,2026-08-14 20:26:00,37.194579,126.500222,KR,DEV-72261693ed
1389,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,345000,MCH-53b4838ce6,어도비(Adobe),5734,2026-08-16 09:08:00,37.201764,126.512943,KR,DEV-72261693ed
1390,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,3000,MCH-0d60345572,버스,4111,2026-08-16 11:52:00,37.174555,126.495594,KR,DEV-72261693ed
1391,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,360000,MCH-8fff18fdd2,노션,7372,2026-08-16 22:35:00,37.16965,126.533954,KR,DEV-72261693ed
1392,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,10500,MCH-ab42b36c0b,배달의민족,5812,2026-08-17 16:36:00,37.177781,126.536379,KR,DEV-72261693ed
1393,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,126000,MCH-493f24c455,쿠팡,5399,2026-08-17 19:57:00,37.186422,126.52226,KR,DEV-72261693ed
1394,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,240000,MCH-53b4838ce6,어도비(Adobe),5734,2026-08-18 09:26:00,37.171171,126.493161,KR,DEV-72261693ed
1395,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,19500,MCH-8e35d3c146,김밥천국,5812,2026-08-18 11:21:00,37.211675,126.52453,KR,DEV-72261693ed
1396,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,435000,MCH-8fff18fdd2,노션,7372,2026-08-18 18:58:00,37.161645,126.50026,KR,DEV-72261693ed
1397,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,37500,MCH-c563ceac18,맥도날드,5814,2026-08-20 13:27:00,37.173057,126.491476,KR,DEV-72261693ed
1398,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,330000,MCH-53b4838ce6,어도비(Adobe),5734,2026-08-20 15:03:00,37.18731,126.535722,KR,DEV-72261693ed
1399,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,3150,MCH-06553b267c,카카오택시,4121,2026-08-20 20:50:00,37.20068,126.536596,KR,DEV-72261693ed
1400,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,450000,MCH-53b4838ce6,어도비(Adobe),5734,2026-08-21 08:55:00,37.170712,126.529624,KR,DEV-72261693ed
1401,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,67500,MCH-493f24c455,쿠팡,5399,2026-08-21 11:05:00,37.178311,126.499687,KR,DEV-72261693ed
1402,5a8eef0f-e4c1-46f6-9667-6080b2e4ceff,12000,MCH-8e35d3c146,김밥천국,5812,2026-08-21 22:39:00,37.181663,126.512292,KR,DEV-72261693ed
1403,5be76485-2e9a-487a-a93c-781394381c85,55500,MCH-a5c765e6ce,프리스비,5732,2026-05-25 22:26:00,36.102069,126.650571,KR,DEV-0489ad3b23
1404,5be76485-2e9a-487a-a93c-781394381c85,57000,MCH-e7751d42a2,올리브영,5977,2026-05-27 15:49:00,36.083735,126.673708,KR,DEV-0489ad3b23
1405,5be76485-2e9a-487a-a93c-781394381c85,10500,MCH-fb4fb59d3a,스타벅스,5814,2026-05-28 10:26:00,36.063972,126.660079,KR,DEV-0489ad3b23
1406,5be76485-2e9a-487a-a93c-781394381c85,450000,MCH-bed94775b8,패스트파이브,7011,2026-05-28 10:57:00,36.07364,126.678193,KR,DEV-0489ad3b23
1407,5be76485-2e9a-487a-a93c-781394381c85,115500,MCH-e7751d42a2,올리브영,5977,2026-05-30 14:00:00,36.078771,126.665649,KR,DEV-0489ad3b23
1408,5be76485-2e9a-487a-a93c-781394381c85,19500,MCH-8e35d3c146,김밥천국,5812,2026-05-30 15:09:00,36.078656,126.675883,KR,DEV-0489ad3b23
1409,5be76485-2e9a-487a-a93c-781394381c85,127500,MCH-ba944121a3,무신사,5651,2026-05-31 15:44:00,36.110135,126.648006,KR,DEV-0489ad3b23
1410,5be76485-2e9a-487a-a93c-781394381c85,2250,MCH-5b1162a765,KTX,4112,2026-05-31 20:44:00,36.082865,126.687426,KR,DEV-0489ad3b23
1411,5be76485-2e9a-487a-a93c-781394381c85,105000,MCH-bed94775b8,패스트파이브,7011,2026-06-01 10:57:00,36.081986,126.66321,KR,DEV-0489ad3b23
1412,5be76485-2e9a-487a-a93c-781394381c85,135000,MCH-8fff18fdd2,노션,7372,2026-06-01 14:33:00,36.083152,126.662973,KR,DEV-0489ad3b23
1413,5be76485-2e9a-487a-a93c-781394381c85,405000,MCH-53b4838ce6,어도비(Adobe),5734,2026-06-02 18:48:00,36.109572,126.686747,KR,DEV-0489ad3b23
1414,5be76485-2e9a-487a-a93c-781394381c85,210000,MCH-bed94775b8,패스트파이브,7011,2026-06-05 15:55:00,36.060133,126.683814,KR,DEV-0489ad3b23
1415,5be76485-2e9a-487a-a93c-781394381c85,126000,MCH-ba944121a3,무신사,5651,2026-06-05 16:00:00,36.084007,126.661377,KR,DEV-0489ad3b23
1416,5be76485-2e9a-487a-a93c-781394381c85,45000,MCH-a5c765e6ce,프리스비,5732,2026-06-05 22:11:00,36.075993,126.64191,KR,DEV-0489ad3b23
1417,5be76485-2e9a-487a-a93c-781394381c85,330000,MCH-8fff18fdd2,노션,7372,2026-06-06 08:33:00,36.060699,126.67109,KR,DEV-0489ad3b23
1418,5be76485-2e9a-487a-a93c-781394381c85,37500,MCH-e7751d42a2,올리브영,5977,2026-06-06 21:25:00,36.093129,126.651322,KR,DEV-0489ad3b23
1419,5be76485-2e9a-487a-a93c-781394381c85,270000,MCH-8fff18fdd2,노션,7372,2026-06-08 09:42:00,36.080044,126.658948,KR,DEV-0489ad3b23
1420,5be76485-2e9a-487a-a93c-781394381c85,37500,MCH-8e35d3c146,김밥천국,5812,2026-06-08 09:46:00,36.104681,126.658284,KR,DEV-0489ad3b23
1421,5be76485-2e9a-487a-a93c-781394381c85,18450,MCH-5df4849ce1,지하철,4111,2026-06-08 16:37:00,36.081593,126.653863,KR,DEV-0489ad3b23
1422,5be76485-2e9a-487a-a93c-781394381c85,24000,MCH-a5c765e6ce,프리스비,5732,2026-06-11 13:03:00,36.061855,126.668459,KR,DEV-0489ad3b23
1423,5be76485-2e9a-487a-a93c-781394381c85,40500,MCH-c563ceac18,맥도날드,5814,2026-06-11 18:39:00,36.092071,126.669004,KR,DEV-0489ad3b23
1424,5be76485-2e9a-487a-a93c-781394381c85,24000,MCH-8e35d3c146,김밥천국,5812,2026-06-11 22:39:00,36.060545,126.691945,KR,DEV-0489ad3b23
1425,5be76485-2e9a-487a-a93c-781394381c85,375000,MCH-8fff18fdd2,노션,7372,2026-06-12 11:55:00,36.081021,126.675895,KR,DEV-0489ad3b23
1426,5be76485-2e9a-487a-a93c-781394381c85,390000,MCH-8fff18fdd2,노션,7372,2026-06-12 18:10:00,36.064299,126.674289,KR,DEV-0489ad3b23
1427,5be76485-2e9a-487a-a93c-781394381c85,195000,MCH-8fff18fdd2,노션,7372,2026-06-12 21:48:00,36.073485,126.685314,KR,DEV-0489ad3b23
1428,5be76485-2e9a-487a-a93c-781394381c85,105000,MCH-8fff18fdd2,노션,7372,2026-06-15 22:57:00,36.058245,126.681328,KR,DEV-0489ad3b23
1429,5be76485-2e9a-487a-a93c-781394381c85,18450,MCH-5b1162a765,KTX,4112,2026-06-16 20:48:00,36.098333,126.671559,KR,DEV-0489ad3b23
1430,5be76485-2e9a-487a-a93c-781394381c85,21900,MCH-06553b267c,카카오택시,4121,2026-06-17 08:13:00,36.077252,126.665966,KR,DEV-0489ad3b23
1431,5be76485-2e9a-487a-a93c-781394381c85,123000,MCH-493f24c455,쿠팡,5399,2026-06-17 13:21:00,36.062346,126.674989,KR,DEV-0489ad3b23
1432,5be76485-2e9a-487a-a93c-781394381c85,91500,MCH-493f24c455,쿠팡,5399,2026-06-17 16:19:00,36.060897,126.681457,KR,DEV-0489ad3b23
1433,5be76485-2e9a-487a-a93c-781394381c85,195000,MCH-bed94775b8,패스트파이브,7011,2026-06-18 12:21:00,36.065357,126.678146,KR,DEV-0489ad3b23
1434,5be76485-2e9a-487a-a93c-781394381c85,1905000,MCH-0d60345572,버스,4111,2026-06-18 20:15:00,36.08948,126.668599,KR,DEV-0489ad3b23
1435,5be76485-2e9a-487a-a93c-781394381c85,180000,MCH-53b4838ce6,어도비(Adobe),5734,2026-06-19 13:52:00,36.09541,126.670686,KR,DEV-0489ad3b23
1436,5be76485-2e9a-487a-a93c-781394381c85,40500,MCH-fb4fb59d3a,스타벅스,5814,2026-06-19 16:23:00,36.062025,126.687167,KR,DEV-0489ad3b23
1437,5be76485-2e9a-487a-a93c-781394381c85,21750,MCH-5b1162a765,KTX,4112,2026-06-19 17:35:00,36.102691,126.690454,KR,DEV-0489ad3b23
1438,5be76485-2e9a-487a-a93c-781394381c85,40500,MCH-ab42b36c0b,배달의민족,5812,2026-06-21 22:54:00,36.091744,126.677538,KR,DEV-0489ad3b23
1439,5be76485-2e9a-487a-a93c-781394381c85,390000,MCH-bed94775b8,패스트파이브,7011,2026-06-23 22:08:00,36.078745,126.646816,KR,DEV-0489ad3b23
1440,5be76485-2e9a-487a-a93c-781394381c85,450000,MCH-bed94775b8,패스트파이브,7011,2026-06-24 16:55:00,36.100779,126.682912,KR,DEV-0489ad3b23
1441,5be76485-2e9a-487a-a93c-781394381c85,300000,MCH-8fff18fdd2,노션,7372,2026-06-24 18:16:00,36.089078,126.69079,KR,DEV-0489ad3b23
1442,5be76485-2e9a-487a-a93c-781394381c85,105000,MCH-ca5e0a9e0b,AWS,7372,2026-06-25 12:27:00,36.069743,126.66409,KR,DEV-0489ad3b23
1443,5be76485-2e9a-487a-a93c-781394381c85,120000,MCH-bed94775b8,패스트파이브,7011,2026-06-25 15:46:00,36.077015,126.654374,KR,DEV-0489ad3b23
1444,5be76485-2e9a-487a-a93c-781394381c85,141000,MCH-a5c765e6ce,프리스비,5732,2026-06-26 21:57:00,36.085055,126.682157,KR,DEV-0489ad3b23
1445,5be76485-2e9a-487a-a93c-781394381c85,345000,MCH-bed94775b8,패스트파이브,7011,2026-06-27 16:33:00,36.101465,126.671941,KR,DEV-0489ad3b23
1446,5be76485-2e9a-487a-a93c-781394381c85,108000,MCH-e7751d42a2,올리브영,5977,2026-06-27 20:18:00,36.081558,126.654293,KR,DEV-0489ad3b23
1447,5be76485-2e9a-487a-a93c-781394381c85,420000,MCH-ca5e0a9e0b,AWS,7372,2026-06-27 22:37:00,36.068853,126.638676,KR,DEV-0489ad3b23
1448,5be76485-2e9a-487a-a93c-781394381c85,57000,MCH-ba944121a3,무신사,5651,2026-06-28 19:29:00,36.104254,126.638621,KR,DEV-0489ad3b23
1449,5be76485-2e9a-487a-a93c-781394381c85,19500,MCH-c563ceac18,맥도날드,5814,2026-06-30 21:33:00,36.10454,126.666333,KR,DEV-0489ad3b23
1450,5be76485-2e9a-487a-a93c-781394381c85,67500,MCH-a5c765e6ce,프리스비,5732,2026-07-01 21:57:00,36.075585,126.668412,KR,DEV-0489ad3b23
1451,5be76485-2e9a-487a-a93c-781394381c85,120000,MCH-bed94775b8,패스트파이브,7011,2026-07-01 22:56:00,36.069221,126.677297,KR,DEV-0489ad3b23
1452,5be76485-2e9a-487a-a93c-781394381c85,69000,MCH-ca5e0a9e0b,AWS,7372,2026-07-02 08:13:00,36.09431,126.662743,KR,DEV-9d41c68e3c
1453,5be76485-2e9a-487a-a93c-781394381c85,1635000,MCH-8fff18fdd2,노션,7372,2026-07-02 09:24:00,36.07876,126.671596,KR,DEV-0489ad3b23
1454,5be76485-2e9a-487a-a93c-781394381c85,105000,MCH-bed94775b8,패스트파이브,7011,2026-07-02 16:26:00,36.108022,126.647973,KR,DEV-0489ad3b23
1455,5be76485-2e9a-487a-a93c-781394381c85,42000,MCH-493f24c455,쿠팡,5399,2026-07-03 10:40:00,36.080797,126.685706,KR,DEV-0489ad3b23
1456,5be76485-2e9a-487a-a93c-781394381c85,27000,MCH-8e35d3c146,김밥천국,5812,2026-07-05 09:20:00,36.082511,126.679434,KR,DEV-0489ad3b23
1457,5be76485-2e9a-487a-a93c-781394381c85,22500,MCH-c563ceac18,맥도날드,5814,2026-07-06 10:04:00,36.072142,126.666709,KR,DEV-0489ad3b23
1458,5be76485-2e9a-487a-a93c-781394381c85,90000,MCH-a5c765e6ce,프리스비,5732,2026-07-06 14:20:00,36.1027,126.656355,KR,DEV-0489ad3b23
1459,5be76485-2e9a-487a-a93c-781394381c85,255000,MCH-8fff18fdd2,노션,7372,2026-07-07 17:59:00,36.058361,126.688463,KR,DEV-0489ad3b23
1460,5be76485-2e9a-487a-a93c-781394381c85,10500,MCH-c563ceac18,맥도날드,5814,2026-07-07 18:14:00,36.080389,126.640391,KR,DEV-0489ad3b23
1461,5be76485-2e9a-487a-a93c-781394381c85,405000,MCH-ca5e0a9e0b,AWS,7372,2026-07-07 21:34:00,36.084549,126.655211,KR,DEV-0489ad3b23
1462,5be76485-2e9a-487a-a93c-781394381c85,61500,MCH-a5c765e6ce,프리스비,5732,2026-07-08 19:10:00,36.085328,126.685312,KR,DEV-0489ad3b23
1463,5be76485-2e9a-487a-a93c-781394381c85,450000,MCH-ca5e0a9e0b,AWS,7372,2026-07-09 15:59:00,36.10718,126.666713,KR,DEV-0489ad3b23
1464,5be76485-2e9a-487a-a93c-781394381c85,22500,MCH-493f24c455,쿠팡,5399,2026-07-10 14:11:00,36.086444,126.683373,KR,DEV-0489ad3b23
1465,5be76485-2e9a-487a-a93c-781394381c85,150000,MCH-8fff18fdd2,노션,7372,2026-07-10 15:09:00,36.063479,126.689512,KR,DEV-0489ad3b23
1466,5be76485-2e9a-487a-a93c-781394381c85,75000,MCH-ca5e0a9e0b,AWS,7372,2026-07-10 16:58:00,36.096052,126.691502,KR,DEV-0489ad3b23
1467,5be76485-2e9a-487a-a93c-781394381c85,300000,MCH-8fff18fdd2,노션,7372,2026-07-11 11:21:00,36.070494,126.672677,KR,DEV-0489ad3b23
1468,5be76485-2e9a-487a-a93c-781394381c85,300000,MCH-bed94775b8,패스트파이브,7011,2026-07-12 18:45:00,36.091273,126.684865,KR,DEV-0489ad3b23
1469,5be76485-2e9a-487a-a93c-781394381c85,19950,MCH-5df4849ce1,지하철,4111,2026-07-14 11:47:00,36.075386,126.670013,KR,DEV-0489ad3b23
1470,5be76485-2e9a-487a-a93c-781394381c85,81000,MCH-493f24c455,쿠팡,5399,2026-07-15 19:10:00,36.074734,126.688416,KR,DEV-0489ad3b23
1471,5be76485-2e9a-487a-a93c-781394381c85,345000,MCH-ca5e0a9e0b,AWS,7372,2026-07-17 20:28:00,36.074375,126.687539,KR,DEV-0489ad3b23
1472,5be76485-2e9a-487a-a93c-781394381c85,180000,MCH-bed94775b8,패스트파이브,7011,2026-07-18 16:25:00,36.098515,126.653877,KR,DEV-0489ad3b23
1473,5be76485-2e9a-487a-a93c-781394381c85,195000,MCH-8fff18fdd2,노션,7372,2026-07-18 16:42:00,36.109442,126.657,KR,DEV-0489ad3b23
